voterId,name,age,gender,phone,email,address,state,pincode,aadhaarId,registrationDate
INDVOTER100573,Azad Karan,66,Female,9853767952,azadkaran294131@yahoo.com,"73, Thakur Zila, Dharmavaram-086581",Assam,714592,872852257883,2017-08-06
INDVOTER101272,Ekiya Parsa,36,Female,9313104596,ekiyaparsa295926@gmail.com,"H.No. 727, Padmanabhan Street, Bangalore 877591",Manipur,660414,315824286511,2019-12-07
INDVOTER101286,Nandini Dave,68,Other,9335703233,nandinidave296721@gmail.com,"H.No. 41, Ray Circle, Kulti 884207",Karnataka,609935,179098388247,2023-06-03
INDVOTER100854,Siddharth Hayre,24,Female,9278533709,siddharthhayre297614@gmail.com,"377, Narayan Marg, Alappuzha 459113",Jharkhand,013279,396904137042,2017-05-10
INDVOTER100599,Anya Deol,28,Other,9075461587,anyadeol298889@outlook.com,"05/876, Shukla Path, Pune 376290",Bihar,535218,730577864067,2015-02-24
INDVOTER101135,Jagrati Pathak,24,Male,9009793816,jagratipathak299794@gmail.com,"926, Vig Nagar, Farrukhabad 009995",Odisha,953750,727481984702,2020-05-06
INDVOTER100511,Nisha Kalita,27,Male,9906142854,nishakalita300551@outlook.com,"60/83, Bera Zila, Kolkata-443775",Tamil Nadu,052338,638038947451,2020-02-08
INDVOTER101046,Faqid Ahluwalia,49,Male,9111192863,faqidahluwalia30190@yahoo.com,"H.No. 77, Srivastava Path, Pallavaram-585803",Kerala,571448,580862263740,2018-10-02
INDVOTER100853,Jason Mody,76,Other,9822337052,jasonmody302491@yahoo.com,"H.No. 912, Gupta Road, Mathura 382150",Telangana,740955,614372822294,2018-11-15
INDVOTER100413,Pallavi Desai,21,Male,9631143134,pallavidesai303578@gmail.com,"90/974, Nazareth Marg, Gurgaon-109099",Bihar,559567,236640499393,2019-09-30
INDVOTER100400,Peter Edwin,62,Other,9494217692,peteredwin304471@yahoo.com,"070, Borah Zila, Chandrapur-065898",Himachal Pradesh,843686,770743662492,2016-08-31
INDVOTER100559,Barkha Shanker,67,Other,9142920649,barkhashanker305525@yahoo.com,"792, Garde Street, Silchar-741621",Mizoram,086772,831473633206,2015-07-21
INDVOTER100578,Bhanumati Bassi,78,Female,9141356698,bhanumatibassi306734@outlook.com,"08/788, Luthra Marg, Bhagalpur 989323",Uttarakhand,961312,641357146341,2023-01-21
INDVOTER100554,Raghav Sane,64,Male,9115496027,raghavsane307315@gmail.com,"39, Rajan Marg, Davanagere-256861",Kerala,306870,063204441330,2021-07-17
INDVOTER100650,Lakshmi Suresh,40,Other,9844691608,lakshmisuresh308422@outlook.com,"40/33, Kuruvilla Nagar, Tinsukia-169807",Goa,894117,180682538598,2020-08-03
INDVOTER100888,Anmol More,63,Male,9516540397,anmolmore30955@yahoo.com,"H.No. 89, Dhillon Chowk, Salem-464536",Punjab,338760,392112621939,2022-11-11
INDVOTER100972,Aashi Varma,50,Male,9140861027,aashivarma310973@outlook.com,"H.No. 20, Sinha Circle, Ahmedabad-722056",Mizoram,413632,558020477344,2017-03-24
INDVOTER100796,Vamakshi Mittal,47,Female,9813874565,vamakshimittal311791@gmail.com,"H.No. 78, Karpe, Udupi 410090",Jharkhand,507855,957229274840,2021-02-15
INDVOTER101222,Laksh Mandal,70,Female,9292919561,lakshmandal312100@gmail.com,"47, Soni Path, Mumbai 067226",Karnataka,463165,299415454365,2019-05-15
INDVOTER100540,Yadavi Buch,85,Other,9281971390,yadavibuch313588@yahoo.com,"H.No. 008, Chada Road, Chandigarh-582932",Karnataka,414288,058911647853,2019-12-24
INDVOTER100513,Bishakha Bedi,26,Other,9219125011,bishakhabedi314746@outlook.com,"84, Bhalla Street, Pune-793575",Chhattisgarh,627531,993270723643,2021-02-07
INDVOTER100644,Madhav Swaminathan,89,Other,9000692717,madhavswaminathan315106@yahoo.com,"78, Chand, Karawal Nagar 192404",Jharkhand,461152,093381585156,2018-07-28
INDVOTER101248,Abdul Saini,49,Other,9264220698,abdulsaini316113@gmail.com,"H.No. 04, Bir Road, Durgapur-303128",Telangana,371166,679630377746,2021-06-22
INDVOTER100940,Dhriti Dutta,20,Female,9001684347,dhritidutta317885@outlook.com,"53/23, Verma Road, Jodhpur-976980",Karnataka,835853,940516272882,2017-10-16
INDVOTER100498,Sai More,59,Male,9045445327,saimore318119@outlook.com,"625, Sharaf Nagar, Panvel-087117",Punjab,752680,753910237443,2019-10-25
INDVOTER101044,Jonathan Tata,49,Male,9995304256,jonathantata31970@yahoo.com,"29, More, Rewa 945437",Tripura,959964,898336302009,2016-10-08
INDVOTER100810,Manthan Kibe,53,Other,9272031425,manthankibe320531@yahoo.com,"H.No. 41, Bhatnagar Path, Muzaffarpur-402268",Kerala,515192,566251676466,2015-01-29
INDVOTER100739,Bhavani Sama,36,Other,9703024305,bhavanisama321448@gmail.com,"909, Dey, Mirzapur 379501",Bihar,439227,159142706688,2021-11-21
INDVOTER101245,Lohit Warrior,59,Female,9522183486,lohitwarrior322201@yahoo.com,"14/87, Vohra Ganj, Hindupur-325124",Odisha,328327,811781449472,2023-12-19
INDVOTER100955,Bhavna Gill,67,Male,9675339803,bhavnagill323215@gmail.com,"H.No. 532, Talwar, Kavali-125692",Jharkhand,733915,040214317193,2019-05-20
INDVOTER101191,Wakeeta Dixit,33,Male,9640243279,wakeetadixit32414@gmail.com,"56/037, Shroff Marg, Hubli–Dharwad-293988",Punjab,046933,636346681808,2016-03-09
INDVOTER101263,Ijaya Pant,56,Female,9758001244,ijayapant325161@yahoo.com,"07/345, Shanker Nagar, Guwahati 662270",Assam,789386,288917967442,2018-03-16
INDVOTER101089,Jai Dhar,52,Male,9173632983,jaidhar326505@outlook.com,"420, Lall Road, Berhampur-511706",Punjab,427965,904522327877,2016-07-18
INDVOTER101319,Advik Ramachandran,38,Female,9635405445,advikramachandran327276@gmail.com,"94, Ray, Sri Ganganagar 409336",Gujarat,030690,242044531540,2023-02-22
INDVOTER101324,Triya Kapur,52,Other,9121485072,triyakapur328318@yahoo.com,"71/206, Das Zila, Sambalpur 820739",Tripura,865536,593320084206,2017-02-18
INDVOTER101113,Lipika Kalita,87,Female,9348292439,lipikakalita329785@gmail.com,"H.No. 088, Pall Road, Berhampur-419678",Meghalaya,035430,812199165984,2018-02-18
INDVOTER101228,Zansi Babu,49,Other,9474569829,zansibabu330581@yahoo.com,"H.No. 253, Thakur Ganj, Sultan Pur Majra-516668",Meghalaya,070370,061869585673,2018-04-05
INDVOTER100906,Pooja Savant,26,Other,9008767758,poojasavant331918@outlook.com,"55, Vyas Chowk, Imphal-606385",Meghalaya,956651,180864876242,2021-12-17
INDVOTER100944,Anusha Grewal,27,Female,9735700503,anushagrewal332733@yahoo.com,"113, Ramaswamy Path, Buxar 953314",Odisha,685760,257244477269,2019-08-07
INDVOTER101085,Falak Acharya,24,Female,9882384576,falakacharya333691@outlook.com,"H.No. 27, Shenoy Road, Bongaigaon 656232",Himachal Pradesh,770418,733569903219,2018-07-24
INDVOTER101114,Jagat Magar,46,Male,9997805811,jagatmagar334469@gmail.com,"67/95, Gala Path, Chittoor 556695",Meghalaya,840583,126553119314,2021-04-28
INDVOTER100967,Zehaan Ramanathan,32,Male,9638992986,zehaanramanathan335470@yahoo.com,"12, Agarwal Marg, Gaya 955927",Kerala,033311,478881994080,2017-09-23
INDVOTER101271,Yoshita Sridhar,60,Other,9221754523,yoshitasridhar336327@gmail.com,"79/84, Suri Ganj, Kishanganj-585303",Manipur,308899,441106884116,2017-07-24
INDVOTER100827,Chatura Koshy,38,Female,9116427700,chaturakoshy337852@outlook.com,"46, Saran Circle, Udaipur 396738",Meghalaya,409449,434391001828,2021-12-19
INDVOTER100371,Nisha Prakash,87,Female,9632201569,nishaprakash338742@gmail.com,"094, Gulati Ganj, Bharatpur-700437",Telangana,437390,151903001775,2018-08-02
INDVOTER101221,Harrison Sahota,59,Female,9318470141,harrisonsahota339232@gmail.com,"12/30, Sastry Chowk, Kottayam 437510",Andhra Pradesh,199024,642774140179,2021-01-27
INDVOTER101259,Yashica Mutti,57,Male,9943113115,yashicamutti340941@gmail.com,"H.No. 201, Agate Marg, Kottayam-709990",Tripura,665496,075473819266,2020-08-14
INDVOTER101238,Ansh Dyal,72,Other,9178720237,anshdyal341628@yahoo.com,"97, Patla Path, Ujjain 972752",Nagaland,929731,808584017588,2016-09-05
INDVOTER100574,Yachana Brahmbhatt,66,Male,9459597024,yachanabrahmbhatt342947@yahoo.com,"H.No. 49, Bhargava Road, Jodhpur-056549",Gujarat,279064,746105960458,2023-05-08
INDVOTER100534,Banjeet Karpe,55,Other,9713574358,banjeetkarpe343751@gmail.com,"H.No. 53, Goswami Circle, Mehsana-096549",Haryana,636968,157464883449,2019-11-26
INDVOTER100878,Gagan Chawla,56,Other,9826008533,gaganchawla344574@gmail.com,"H.No. 57, Badami Nagar, Raurkela Industrial Township 642139",Maharashtra,979529,438365698550,2023-09-12
INDVOTER101310,Osha Dugar,87,Male,9884379730,oshadugar345633@yahoo.com,"66/19, Gade Ganj, Nagercoil-993237",West Bengal,910815,311406009267,2020-02-07
INDVOTER101217,Alexander Dutta,83,Other,9419950943,alexanderdutta346732@yahoo.com,"45/321, Chokshi Nagar, Sambhal-852392",Tripura,559614,938185370484,2015-02-06
INDVOTER100864,Isaac Bath,18,Female,9088471907,isaacbath347651@outlook.com,"70/148, Batra Road, Panvel 580384",Goa,189178,078933547603,2021-09-09
INDVOTER100856,Dhriti Bail,82,Male,9019994034,dhritibail348789@yahoo.com,"H.No. 81, Dar Road, Firozabad-259872",Bihar,321730,809803817299,2016-09-23
INDVOTER100416,Vinaya Grover,77,Female,9504325837,vinayagrover349993@yahoo.com,"67/463, Rout Chowk, Kanpur 204231",Kerala,965954,225535867898,2020-01-18
INDVOTER100504,Neha Murty,28,Male,9194367538,nehamurty350415@outlook.com,"73/672, Raman Circle, Uluberia-248714",Haryana,177570,257436470782,2021-08-09
INDVOTER101243,Chatura Batra,41,Other,9505113717,chaturabatra351281@outlook.com,"88/07, Bhavsar, Gopalpur 890173",Sikkim,034701,833273161302,2021-11-11
INDVOTER100443,Saanvi Iyengar,60,Other,9555498081,saanviiyengar352128@outlook.com,"H.No. 01, Boase Chowk, Vadodara-382329",Haryana,854078,747111183153,2021-03-12
INDVOTER100553,Guneet Sibal,87,Female,9675321749,guneetsibal353540@gmail.com,"54/658, Konda Chowk, Durgapur-907913",Uttar Pradesh,267742,758197162560,2017-11-24
INDVOTER100987,Nikita Gola,44,Female,9950727300,nikitagola354963@outlook.com,"18/15, Parmar Road, Bhiwani-086362",Arunachal Pradesh,219154,239104661433,2022-05-28
INDVOTER101189,Neelima Dutt,80,Male,9065513976,neelimadutt355231@outlook.com,"86, Lalla Circle, Bhagalpur-019495",Andhra Pradesh,365254,270504902522,2019-02-19
INDVOTER100876,Om Sahota,37,Female,9086451441,omsahota356697@yahoo.com,"H.No. 28, Kashyap Path, Gopalpur 033646",Uttar Pradesh,055444,066688817922,2020-08-11
INDVOTER100934,Yuvraj Bose,82,Female,9972012854,yuvrajbose357372@gmail.com,"82/92, Vyas Nagar, Guntur-315901",Karnataka,780878,645850021359,2015-01-07
INDVOTER101122,Jonathan Vyas,21,Other,9927145919,jonathanvyas358268@gmail.com,"H.No. 505, Rajan Nagar, Jorhat-293766",Arunachal Pradesh,844747,777884846742,2016-11-22
INDVOTER100848,Osha Menon,73,Other,9469065793,oshamenon359559@gmail.com,"335, Lad Nagar, Jehanabad-455487",Manipur,000066,877498282481,2020-07-15
INDVOTER101338,Aarini Jha,36,Other,9835693938,aarinijha360724@gmail.com,"90, Kothari Street, Baranagar 534121",West Bengal,291748,399614071909,2018-05-18
INDVOTER100562,Ubika Mohanty,52,Male,9685624698,ubikamohanty361651@outlook.com,"779, Kapoor Chowk, Nizamabad 667881",Andhra Pradesh,452721,601308094299,2022-02-10
INDVOTER100767,Rayaan Shenoy,72,Other,9930340108,rayaanshenoy362146@outlook.com,"H.No. 83, Sathe Nagar, Malda 008950",Sikkim,093336,440260353374,2019-05-21
INDVOTER100408,Yashica Samra,82,Female,9312945007,yashicasamra363418@outlook.com,"13/32, Sawhney, Dindigul-548253",Assam,314997,108713430377,2017-04-26
INDVOTER100936,Eesha Hegde,53,Other,9730050465,eeshahegde364473@outlook.com,"22/486, Banerjee Road, Bhagalpur 397135",Jharkhand,713510,981767624325,2016-04-22
INDVOTER101063,Ekta Murthy,55,Other,9082065127,ektamurthy365769@yahoo.com,"663, Sule Ganj, Kumbakonam 931867",Maharashtra,675649,236702061367,2020-08-13
INDVOTER100919,Naksh Bajwa,33,Female,9097110279,nakshbajwa366854@gmail.com,"H.No. 446, Krishna Ganj, Bhusawal 838620",Sikkim,711624,314184444353,2017-03-04
INDVOTER101299,Ekiya Pandey,32,Male,9101110829,ekiyapandey367141@yahoo.com,"74/62, Tiwari, Chinsurah 122623",Uttar Pradesh,713025,813412254929,2023-07-04
INDVOTER101107,Indrajit Biswas,29,Male,9110447991,indrajitbiswas368279@gmail.com,"H.No. 46, Munshi Chowk, Gurgaon 536878",Maharashtra,727384,651615931644,2016-04-15
INDVOTER101206,Krishna Amble,54,Other,9276199676,krishnaamble369794@yahoo.com,"H.No. 06, Dey Chowk, Tiruvottiyur-726098",Assam,260789,176226269596,2017-12-07
INDVOTER100846,Lila Chakrabarti,44,Other,9214627972,lilachakrabarti370840@outlook.com,"22/73, Grover Path, Hosur 143554",Uttarakhand,518189,390367569272,2023-05-06
INDVOTER100892,Januja Bhandari,18,Other,9655857104,janujabhandari371260@outlook.com,"38/670, Banerjee Chowk, Naihati 595768",Meghalaya,764210,617702649166,2020-03-16
INDVOTER100711,Harinakshi Kaur,75,Male,9244826493,harinakshikaur372756@gmail.com,"820, Gole Circle, Berhampore 158058",Nagaland,693750,954405659237,2017-06-19
INDVOTER100905,Chanakya Bajwa,90,Other,9947140931,chanakyabajwa37322@outlook.com,"H.No. 41, Amble Street, Purnia-582185",Jharkhand,841817,337216572485,2020-12-01
INDVOTER101281,Amrita Rau,86,Female,9314109818,amritarau374718@gmail.com,"75/60, Chaudhry Chowk, Tinsukia-634358",Manipur,287574,900828603208,2019-04-20
INDVOTER100992,Simon Manda,41,Male,9206485783,simonmanda375275@outlook.com,"95/881, Balay Marg, Visakhapatnam-773658",Chhattisgarh,073918,016847968532,2022-09-01
INDVOTER101234,Michael Nigam,36,Other,9273893427,michaelnigam376312@yahoo.com,"532, Yogi Road, Jamnagar 682003",Arunachal Pradesh,257525,454223701872,2022-05-14
INDVOTER101104,Yuvraj Palla,76,Other,9373273990,yuvrajpalla377760@outlook.com,"44, Dayal Path, Karimnagar-036195",Kerala,625283,025420871282,2021-04-27
INDVOTER101039,Amara Banerjee,40,Other,9035130862,amarabanerjee378821@gmail.com,"869, Parmer Ganj, Moradabad 509682",Punjab,547260,617687433444,2019-10-01
INDVOTER100658,Dominic Chand,61,Female,9355531422,dominicchand379169@yahoo.com,"H.No. 325, Bhatnagar, Farrukhabad 755371",Tripura,605489,198952497483,2018-05-21
INDVOTER101123,Aadi Ganesh,44,Female,9511698267,aadiganesh380269@outlook.com,"H.No. 282, Balay Path, Nagpur 795178",Sikkim,300919,706525648264,2016-05-13
INDVOTER100779,Maanas Sampath,33,Male,9854216013,maanassampath381481@outlook.com,"93/007, Amble Nagar, Jaunpur-244723",Tripura,497463,121205104009,2018-05-31
INDVOTER101173,Baghyawati Arya,36,Male,9281479475,baghyawatiarya38230@yahoo.com,"308, Varghese Nagar, Parbhani 152932",Karnataka,724259,030334893240,2018-06-15
INDVOTER100598,Tara Kuruvilla,74,Male,9281197242,tarakuruvilla383614@outlook.com,"84, Ravi Road, Jalna 295490",Kerala,350532,042001036835,2023-04-06
INDVOTER100390,Oscar Sundaram,19,Female,9741630919,oscarsundaram384935@yahoo.com,"H.No. 449, Bobal Zila, Raichur-370968",Maharashtra,812311,238207180513,2021-07-20
INDVOTER100735,Qarin Baral,85,Male,9330437800,qarinbaral3852@gmail.com,"71/15, Mani Path, Ambarnath 455813",West Bengal,713674,162003700040,2021-04-03
INDVOTER100661,Rayaan Lalla,72,Female,9264815047,rayaanlalla386808@outlook.com,"H.No. 586, Saha Ganj, Siwan 241259",Bihar,766301,285702187422,2020-07-28
INDVOTER100871,Wyatt Chaudhari,34,Female,9783401824,wyattchaudhari387221@outlook.com,"33/59, Nair Marg, Bhagalpur 644601",Sikkim,645318,533725744341,2017-02-23
INDVOTER101346,Pahal Ghose,65,Male,9108622454,pahalghose388516@outlook.com,"H.No. 31, Mane Street, Hosur-982165",Assam,396560,812789605637,2023-09-02
INDVOTER101309,Manan Banerjee,49,Other,9295978250,mananbanerjee389835@gmail.com,"93, Chand, Khandwa-228471",Sikkim,914059,659870366674,2020-08-10
INDVOTER100479,Charvi Kapur,31,Male,9514332615,charvikapur390327@gmail.com,"91, Ratti Zila, Panipat 906788",Manipur,976679,634366328780,2016-06-08
INDVOTER101056,Abhimanyu Sama,87,Female,9967842829,abhimanyusama39128@gmail.com,"79/09, Natt Road, Rourkela-577402",Assam,089330,580820565791,2019-04-18
INDVOTER100514,Yashoda Lal,18,Male,9462388189,yashodalal392707@gmail.com,"81, Kapur Zila, Phagwara 058778",West Bengal,297205,220436206532,2015-09-18
INDVOTER100759,Chaman Bose,38,Male,9048242511,chamanbose393440@gmail.com,"H.No. 498, Setty, Nanded 605199",Karnataka,739048,951788299059,2017-08-31
INDVOTER100531,Neelima Dyal,39,Male,9907947052,neelimadyal394441@gmail.com,"78/609, Wali Circle, Faridabad 673429",Nagaland,913921,589297787880,2015-04-13
INDVOTER100418,Widisha Kaul,83,Other,9998182660,widishakaul395439@gmail.com,"40/89, Ghosh Zila, Sangli-Miraj & Kupwad 111806",Tamil Nadu,218562,842143863670,2015-05-13
INDVOTER100564,Yatin Vasa,64,Female,9289214696,yatinvasa396218@outlook.com,"78/873, Dara Nagar, Amritsar-933780",Madhya Pradesh,732535,422200236300,2022-08-08
INDVOTER100766,Madhav Mandal,68,Other,9218980351,madhavmandal39751@outlook.com,"43/895, Iyer Chowk, Bharatpur 657257",Arunachal Pradesh,680006,936838247172,2023-12-01
INDVOTER100623,Fariq Parsa,57,Male,9902748698,fariqparsa398701@yahoo.com,"220, Sagar Road, Darbhanga 454266",Rajasthan,464646,417709728255,2015-03-04
INDVOTER100750,Gautam Barad,74,Female,9094653092,gautambarad399770@outlook.com,"31/993, Grover Nagar, Ajmer 708029",West Bengal,591586,707390152591,2021-11-06
INDVOTER100821,Vaishnavi Pai,48,Other,9201157867,vaishnavipai400278@gmail.com,"H.No. 43, Bala Circle, Bulandshahr-653912",Tamil Nadu,466333,312144363030,2015-07-05
INDVOTER100565,Vivaan Kakar,36,Male,9348990609,vivaankakar401733@outlook.com,"03/42, Kaul, Satara-253520",Maharashtra,453887,705277148230,2021-07-05
INDVOTER100656,Lucky Saha,24,Female,9103660975,luckysaha402354@gmail.com,"06/157, Sharma, Hajipur-237484",Jharkhand,733042,917202312927,2023-01-01
INDVOTER101247,Indira Mandal,57,Male,9934457616,indiramandal4037@yahoo.com,"86/558, Narang Ganj, Madurai-205809",Nagaland,390767,278333643793,2016-08-26
INDVOTER100861,Triya Thaker,45,Other,9750446878,triyathaker404894@outlook.com,"99/149, Loyal Street, Delhi 470078",Mizoram,672765,529529454685,2017-05-25
INDVOTER100625,Isaiah Prabhakar,47,Male,9160073792,isaiahprabhakar40566@gmail.com,"827, Garg Ganj, Danapur 837361",Meghalaya,805143,247820380756,2022-06-15
INDVOTER101157,Tripti Gandhi,65,Male,9436527101,triptigandhi406508@yahoo.com,"213, Mand Road, Narasaraopet 395206",Tripura,006336,719696073182,2016-08-06
INDVOTER100503,Chavvi Halder,32,Female,9436370744,chavvihalder40711@gmail.com,"82, Dara Circle, Gangtok-103579",Haryana,851391,888603725327,2022-11-05
INDVOTER101084,Nitara Dara,46,Female,9822355864,nitaradara408600@gmail.com,"H.No. 185, Garg Road, Pallavaram 606409",Manipur,910949,311547080926,2015-06-25
INDVOTER101231,Manthan Samra,41,Male,9949704631,manthansamra409186@outlook.com,"23/89, Sahni Marg, Vellore-337309",Haryana,476004,861992636371,2020-10-05
INDVOTER101368,Yatin Pillai,38,Male,9586779211,yatinpillai410751@outlook.com,"H.No. 683, Balan Street, Visakhapatnam-305326",West Bengal,943031,867774760916,2019-02-17
INDVOTER101112,Yasti Kuruvilla,61,Female,9795911904,yastikuruvilla41110@gmail.com,"839, Sawhney Circle, Guntakal-142456",Rajasthan,556327,222146470583,2018-03-08
INDVOTER100965,Xalak Dhar,27,Other,9024194353,xalakdhar412786@outlook.com,"65, Comar Chowk, Bharatpur-214706",Meghalaya,541059,494840106948,2017-01-21
INDVOTER101393,Fitan Aggarwal,70,Female,9794217002,fitanaggarwal413833@gmail.com,"88, Bose, Latur-616921",Jharkhand,157492,107968787133,2016-11-28
INDVOTER100831,Sudiksha Goyal,18,Other,9006286483,sudikshagoyal414101@gmail.com,"49/972, Brahmbhatt, Sri Ganganagar 767788",Sikkim,354102,115040706486,2019-10-27
INDVOTER100620,Sanya Ramakrishnan,88,Female,9266688035,sanyaramakrishnan415690@gmail.com,"H.No. 80, Gokhale Circle, Bhimavaram 228402",Andhra Pradesh,235781,785417830033,2016-05-16
INDVOTER101336,Upma Guha,78,Other,9037191800,upmaguha416830@outlook.com,"442, Kumar Marg, Muzaffarnagar-655351",Telangana,488056,444288920617,2016-09-04
INDVOTER100794,Indira Murty,27,Female,9894359321,indiramurty417164@gmail.com,"H.No. 167, Kuruvilla Street, Jaunpur 254751",Manipur,531376,510909584399,2021-12-17
INDVOTER100813,Theodore Manne,89,Male,9602802541,theodoremanne41827@gmail.com,"73, Uppal Ganj, Amaravati-298655",Goa,124623,714211154836,2022-09-13
INDVOTER100628,Bhavya Ghosh,57,Female,9361681568,bhavyaghosh419189@gmail.com,"77, Buch Circle, Kamarhati-730770",Manipur,268587,989024088550,2021-09-21
INDVOTER100619,Kai Setty,62,Female,9432035270,kaisetty420815@gmail.com,"37/79, Mall Street, Jamalpur-030236",Kerala,471986,437202852874,2015-05-24
INDVOTER100769,Maanas Ray,72,Other,9032573112,maanasray421147@yahoo.com,"H.No. 143, Rajagopalan Road, Madurai 890783",West Bengal,606555,466864254078,2021-03-14
INDVOTER101198,Girindra Ganesh,36,Male,9373669529,girindraganesh422292@yahoo.com,"H.No. 708, Samra Zila, Ozhukarai-211580",Jharkhand,335304,351316650120,2018-02-19
INDVOTER101375,Om Sathe,52,Male,9037842915,omsathe42356@gmail.com,"61/689, Khatri Marg, Gandhinagar 450916",Haryana,017837,970410300034,2018-07-12
INDVOTER100468,Vinaya Chopra,52,Other,9453514101,vinayachopra424325@outlook.com,"18/520, Baral Ganj, Giridih-373487",Nagaland,163328,531435720601,2020-08-13
INDVOTER101290,Netra Khare,32,Other,9230730797,netrakhare425637@outlook.com,"H.No. 782, Chaudhari Path, Bijapur 087278",Odisha,167579,513386723403,2023-03-31
INDVOTER100704,Alexander Bal,44,Male,9022744509,alexanderbal426721@yahoo.com,"98, Viswanathan Ganj, Hazaribagh-219680",Himachal Pradesh,119560,267265255687,2017-08-09
INDVOTER101171,Anay Kunda,80,Other,9855006423,anaykunda427960@outlook.com,"H.No. 30, Sampath Zila, Salem-991512",Punjab,701920,395184918277,2023-03-08
INDVOTER101061,Jason Bal,42,Other,9529700949,jasonbal4288@gmail.com,"075, Chakraborty Ganj, Parbhani-124185",Chhattisgarh,979898,090707810904,2023-10-15
INDVOTER100705,Zansi Dasgupta,82,Female,9381393431,zansidasgupta429667@gmail.com,"412, Kant, Bhilai-647919",Sikkim,332112,359575298060,2019-08-17
INDVOTER100571,Dayamai Manda,36,Other,9327376480,dayamaimanda430934@outlook.com,"52/01, Suresh Ganj, Kollam 406164",Gujarat,149666,259407459864,2020-12-15
INDVOTER100459,Upma Sidhu,40,Other,9482365144,upmasidhu431367@outlook.com,"92/482, Deol Marg, Guna 847452",Meghalaya,922297,223445133040,2019-12-27
INDVOTER101404,Siya Jha,63,Female,9531621579,siyajha432958@outlook.com,"18, Ganesan Nagar, Coimbatore-776072",Maharashtra,928088,067290114244,2017-01-30
INDVOTER101236,Darpan Soman,34,Male,9124100638,darpansoman433493@yahoo.com,"H.No. 30, Bhardwaj Ganj, Barasat-165566",Tamil Nadu,862079,116624199732,2021-11-27
INDVOTER101195,Christopher Bhat,65,Other,9191343031,christopherbhat434405@gmail.com,"514, Gara Street, Aligarh 133972",Punjab,199084,474678414447,2015-04-12
INDVOTER100457,Gunbir Butala,29,Male,9269137415,gunbirbutala435834@gmail.com,"768, Rege Path, Deoghar-920186",Goa,635889,919676117462,2021-08-26
INDVOTER100790,Zarna Pau,86,Female,9168061672,zarnapau43671@gmail.com,"00/34, Ben Street, Barasat-611944",Punjab,700668,276348328109,2022-06-20
INDVOTER100865,Yatin Kurian,57,Female,9649562349,yatinkurian437530@gmail.com,"713, Bose Zila, Bellary 230701",Bihar,985193,961761595885,2017-12-17
INDVOTER101401,Mohammed Kannan,63,Female,9249591114,mohammedkannan438894@outlook.com,"H.No. 55, Sami Zila, Anand 863920",Haryana,269746,815296800879,2015-08-01
INDVOTER100999,Jacob Shan,53,Other,9234992133,jacobshan439436@yahoo.com,"36/575, Rao Nagar, Kolhapur 116918",Tamil Nadu,516131,319130648335,2020-07-04
INDVOTER101429,Aryan Khanna,66,Female,9841540622,aryankhanna440547@outlook.com,"32/322, Bawa Path, South Dumdum-931438",Gujarat,024219,243561664677,2015-10-20
INDVOTER101351,Atharv Chatterjee,51,Male,9952600461,atharvchatterjee441647@gmail.com,"35, Karnik Path, Karawal Nagar 740845",Odisha,481481,919711666298,2021-09-05
INDVOTER101065,Divya Radhakrishnan,58,Female,9081334607,divyaradhakrishnan442987@gmail.com,"67/19, Sidhu Zila, Ratlam 647646",Punjab,213713,630119588342,2018-03-07
INDVOTER101380,Gagan Seshadri,77,Other,9386425145,gaganseshadri443223@yahoo.com,"133, Misra Ganj, Gandhinagar 328989",Sikkim,490459,380942038765,2021-05-26
INDVOTER101079,Keya Garde,41,Other,9303339846,keyagarde444812@outlook.com,"38/999, Walia Chowk, Kishanganj-149506",Odisha,559100,959172176649,2020-01-03
INDVOTER100560,Hitesh Ganguly,84,Male,9672667738,hiteshganguly445607@yahoo.com,"78/756, Dubey Road, Kadapa-821871",Telangana,824511,506328425001,2020-12-30
INDVOTER101167,Robert Talwar,66,Male,9194703490,roberttalwar446480@yahoo.com,"44, Gala Path, Gurgaon 576799",Sikkim,667118,202553045298,2021-10-28
INDVOTER101054,Rajata Chaudhary,28,Female,9159322751,rajatachaudhary447773@outlook.com,"H.No. 185, Basu Nagar, Tiruvottiyur-818479",Meghalaya,668604,984514965287,2021-02-24
INDVOTER100551,Kashvi Chawla,74,Male,9129081564,kashvichawla448268@gmail.com,"H.No. 914, Dewan Ganj, Karawal Nagar-228075",Bihar,210875,038152359926,2017-12-08
INDVOTER101186,Ekalinga Balakrishnan,55,Other,9437392826,ekalingabalakrishnan449696@gmail.com,"65/80, Puri Path, Bikaner-169383",Andhra Pradesh,672234,944252922771,2016-04-22
INDVOTER100483,Janani Krishna,36,Other,9863714438,jananikrishna450810@gmail.com,"93/71, Bandi Chowk, Burhanpur-482534",Rajasthan,186872,822292996266,2016-05-17
INDVOTER101177,Warhi Sathe,83,Other,9458252862,warhisathe451315@gmail.com,"35/17, Ahluwalia Path, Sikar 137238",Maharashtra,203817,769906528638,2018-03-06
INDVOTER101381,Zashil Minhas,84,Male,9300351367,zashilminhas452524@outlook.com,"H.No. 64, Bahl Chowk, Sagar-436628",Meghalaya,160461,574772661402,2017-05-18
INDVOTER101307,Shaurya Sethi,66,Female,9618486979,shauryasethi453420@yahoo.com,"H.No. 01, Saha Nagar, Nagpur-695165",Goa,363621,357200009767,2016-06-10
